"","list_name","name","label","district","subcounty","origin","level_1","settlement"
"466","place.list","giligili","Giligili","arua","offaka","","",""
"467","place.list","goromi","Goromi","arua","offaka","","",""
"468","place.list","laura","Laura","arua","offaka","","",""
"469","place.list","ndriba","Ndriba","arua","offaka","","",""
"470","place.list","oceko","Oceko","arua","offaka","","",""
"471","place.list","offaka","Offaka","arua","offaka","","",""
"472","place.list","okomi","Okomi","arua","offaka","","",""
"473","place.list","opa","Opa","arua","offaka","","",""
"474","place.list","ora","Ora","arua","offaka","","",""
"475","place.list","oribu","Oribu","arua","offaka","","",""
"476","place.list","roli","Roli","arua","offaka","","",""
"477","place.list","uchebu","Uchebu","arua","offaka","","",""
"478","place.list","other","Other","arua","offaka","","",""
"479","place.list","abarua","Abarua","arua","ogoko","","",""
"480","place.list","agulubu","Agulubu","arua","ogoko","","",""
"481","place.list","ai.avu","Ai-avu","arua","ogoko","","",""
"482","place.list","ala","Ala","arua","ogoko","","",""
"483","place.list","alijoda","Alijoda","arua","ogoko","","",""
"484","place.list","arapapa","Arapapa","arua","ogoko","","",""
"485","place.list","curumu","Curumu","arua","ogoko","","",""
"486","place.list","degia","Degia","arua","ogoko","","",""
"487","place.list","degiya","Degiya","arua","ogoko","","",""
"488","place.list","eniobe","Eniobe","arua","ogoko","","",""
"489","place.list","enyio","Enyio","arua","ogoko","","",""
"490","place.list","gbulukuatuni","Gbulukuatuni","arua","ogoko","","",""
"491","place.list","inde","Inde","arua","ogoko","","",""
"492","place.list","ipife","Ipife","arua","ogoko","","",""
"493","place.list","mailo","Mailo","arua","ogoko","","",""
"494","place.list","ogoko","Ogoko","arua","ogoko","","",""
"495","place.list","ogoko","Ogoko","arua","ogoko","","",""
"496","place.list","ogoko","Ogoko","arua","ogoko","","",""
"497","place.list","olali","Olali","arua","ogoko","","",""
"498","place.list","pamvara","Pamvara","arua","ogoko","","",""
"499","place.list","panduku","Panduku","arua","ogoko","","",""
"500","place.list","payawe","Payawe","arua","ogoko","","",""
"501","place.list","takwa","Takwa","arua","ogoko","","",""
"502","place.list","other","Other","arua","ogoko","","",""
"503","place.list","okollo","Okollo","arua","okollo","","",""
"504","place.list","ajbu","Ajbu","arua","okollo","","",""
"505","place.list","ajibu","Ajibu","arua","okollo","","",""
"506","place.list","ajibu","Ajibu","arua","okollo","","",""
"507","place.list","alengbele","Alengbele","arua","okollo","","",""
"508","place.list","alibu","Alibu","arua","okollo","","",""
"509","place.list","baito","Baito","arua","okollo","","",""
"510","place.list","baito","Baito","arua","okollo","","",""
"511","place.list","baribu","Baribu","arua","okollo","","",""
"512","place.list","baribu","Baribu","arua","okollo","","",""
"513","place.list","goli","Goli","arua","okollo","","",""
"514","place.list","kawu","Kawu","arua","okollo","","",""
"515","place.list","ndovu","Ndovu","arua","okollo","","",""
"516","place.list","okomi","Okomi","arua","okollo","","",""
"517","place.list","olimbuni","Olimbuni","arua","okollo","","",""
"518","place.list","oluni","Oluni","arua","okollo","","",""
"519","place.list","onyomu","Onyomu","arua","okollo","","",""
"520","place.list","onyomu","Onyomu","arua","okollo","","",""
"521","place.list","onyomu","Onyomu","arua","okollo","","",""
"522","place.list","opa","Opa","arua","okollo","","",""
"523","place.list","osiya","Osiya","arua","okollo","","",""
"524","place.list","oyua","Oyua","arua","okollo","","",""
"525","place.list","utrutru","Utrutru","arua","okollo","","",""
"526","place.list","uturu","Uturu","arua","okollo","","",""
"527","place.list","other","Other","arua","okollo","","",""
"528","place.list","ayivu.county","Ayivu County","arua","oluko","","",""
"529","place.list","isakua","Isakua","arua","oluko","","",""
"530","place.list","moni","Moni","arua","oluko","","",""
"531","place.list","oluku","Oluku","arua","oluko","","",""
"532","place.list","uluko","Uluko","arua","oluko","","",""
"533","place.list","other","Other","arua","oluko","","",""
"534","place.list","kubala","Kubala","arua","omugo","","",""
"535","place.list","kubala","Kubala","arua","omugo","","",""
"536","place.list","omugo","Omugo","arua","omugo","","",""
"537","place.list","omugo","Omugo","arua","omugo","","",""
"538","place.list","yidu","Yidu","arua","omugo","","",""
"539","place.list","other","Other","arua","omugo","","",""
"540","place.list","etori","Etori","arua","pajulu","","",""
"541","place.list","giligili","Giligili","arua","pajulu","","",""
"542","place.list","pajulu","Pajulu","arua","pajulu","","",""
"543","place.list","pajulu","Pajulu","arua","pajulu","","",""
"544","place.list","pokia","Pokia","arua","pajulu","","",""
"545","place.list","other","Other","arua","pajulu","","",""
"546","place.list","akavu","Akavu","arua","pawor","","",""
"547","place.list","obei","Obei","arua","pawor","","",""
"548","place.list","olyevu","Olyevu","arua","pawor","","",""
"549","place.list","panduku","Panduku","arua","pawor","","",""
"550","place.list","parabic","Parabic","arua","pawor","","",""
"551","place.list","parabik","Parabik","arua","pawor","","",""
"552","place.list","pawor.trading.centre","Pawor Trading Centre","arua","pawor","","",""
"553","place.list","payira","Payira","arua","pawor","","",""
"554","place.list","other","Other","arua","pawor","","",""
"555","place.list","abario","Abario","arua","rhino_camp","","",""
"556","place.list","acha","Acha","arua","rhino_camp","","",""
"557","place.list","ajagoru","Ajagoru","arua","rhino_camp","","",""
"558","place.list","alivu","Alivu","arua","rhino_camp","","",""
"559","place.list","ampi","Ampi","arua","rhino_camp","","",""
"560","place.list","anipi","Anipi","arua","rhino_camp","","",""
"561","place.list","arikai","Arikai","arua","rhino_camp","","",""
"562","place.list","awuvu","Awuvu","arua","rhino_camp","","",""
"563","place.list","awuvu","Awuvu","arua","rhino_camp","","",""
"564","place.list","balala","Balala","arua","rhino_camp","","",""
"565","place.list","bulukatoni","Bulukatoni","arua","rhino_camp","","",""
"566","place.list","curu","Curu","arua","rhino_camp","","",""
"567","place.list","eramva","Eramva","arua","rhino_camp","","",""
"568","place.list","gbulukuatuni","Gbulukuatuni","arua","rhino_camp","","",""
"569","place.list","kulekule","Kulekule","arua","rhino_camp","","",""
"570","place.list","marize","Marize","arua","rhino_camp","","",""
"571","place.list","olejova","Olejova","arua","rhino_camp","","",""
"572","place.list","oyu","Oyu","arua","rhino_camp","","",""
"573","place.list","rhino","Rhino","arua","rhino_camp","","",""
"574","place.list","uniababa","Uniababa","arua","rhino_camp","","",""
"575","place.list","other","Other","arua","rhino_camp","","",""
"576","place.list","agonvususu","Agonvususu","arua","rigbo","","",""
"577","place.list","alinga","Alinga","arua","rigbo","","",""
"578","place.list","bismilai","Bismilai","arua","rigbo","","",""
"579","place.list","ewanga","Ewanga","arua","rigbo","","",""
"580","place.list","fundu","Fundu","arua","rigbo","","",""
"581","place.list","imvenga","Imvenga","arua","rigbo","","",""
"582","place.list","kaligo","Kaligo","arua","rigbo","","",""
"583","place.list","matangacha","Matangacha","arua","rigbo","","",""
"584","place.list","odoi","Odoi","arua","rigbo","","",""
"585","place.list","onari","Onari","arua","rigbo","","",""
"586","place.list","rigbo","Rigbo","arua","rigbo","","",""
"587","place.list","waka","Waka","arua","rigbo","","",""
"588","place.list","wanyange","Wanyange","arua","rigbo","","",""
"589","place.list","wiria","Wiria","arua","rigbo","","",""
"590","place.list","yoro","Yoro","arua","rigbo","","",""
"591","place.list","other","Other","arua","rigbo","","",""
"592","place.list","arivu","Arivu","arua","river_oli_division","","",""
"593","place.list","other","Other","arua","river_oli_division","","",""
"594","place.list","uleppi","Uleppi","arua","uleppi","","",""
"595","place.list","eba","Eba","arua","uleppi","","",""
"596","place.list","katiyi","Katiyi","arua","uleppi","","",""
"597","place.list","katiyi","Katiyi","arua","uleppi","","",""
"598","place.list","laura","Laura","arua","uleppi","","",""
"599","place.list","laura","Laura","arua","uleppi","","",""
"600","place.list","uleppi","Uleppi","arua","uleppi","","",""
"601","place.list","other","Other","arua","uleppi","","",""
"602","place.list","ejomi","Ejomi","arua","uriama","","",""
"603","place.list","otumbari","Otumbari","arua","uriama","","",""
"604","place.list","katiku.3","Katiku 3","arua","uriama","","",""
"605","place.list","ocea.3","Ocea 3","arua","uriama","","",""
"606","place.list","other","Other","arua","uriama","","",""
"607","place.list","ajono","Ajono","arua","vurra","","",""
"608","place.list","eruba","Eruba","arua","vurra","","",""
"609","place.list","kulu","Kulu","arua","vurra","","",""
"610","place.list","kuluva","Kuluva","arua","vurra","","",""
"611","place.list","odro","Odro","arua","vurra","","",""
"612","place.list","opika","Opika","arua","vurra","","",""
"613","place.list","vura","Vura","arua","vurra","","",""
"614","place.list","other","Other","arua","vurra","","",""
"615","place.list","other","Other","arua","other","","",""
"616","place.list","bugambe","Bugambe","hoima","bugambe","","",""
"617","place.list","other","Other","hoima","bugambe","","",""
"618","place.list","butema","Butema","hoima","buhanika","","",""
"619","place.list","kinogozi","Kinogozi","hoima","buhanika","","",""
"620","place.list","wagesa","Wagesa","hoima","buhanika","","",""
"621","place.list","kategeira","Kategeira","hoima","buhanika","","",""
"622","place.list","other","Other","hoima","buhanika","","",""
"623","place.list","buhimba","Buhimba","hoima","buhimba","","",""
"624","place.list","kahoro","Kahoro","hoima","buhimba","","",""
"625","place.list","other","Other","hoima","buhimba","","",""
"626","place.list","parajwoki","Parajwoki","hoima","bujumbura","","",""
"627","place.list","other","Other","hoima","bujumbura","","",""
"628","place.list","biseruka","Biseruka","hoima","buseruka","","",""
"629","place.list","hoimo","Hoimo","hoima","buseruka","","",""
"630","place.list","kabaale","Kabaale","hoima","buseruka","","",""
"631","place.list","kabanda","Kabanda","hoima","buseruka","","",""
"632","place.list","kijagambya","Kijagambya","hoima","buseruka","","",""
"633","place.list","muiscoe","Muiscoe","hoima","buseruka","","",""
"634","place.list","nyabikukuru","Nyabikukuru","hoima","buseruka","","",""
"635","place.list","tonya","Tonya","hoima","buseruka","","",""
"636","place.list","other","Other","hoima","buseruka","","",""
"637","place.list","businsi","Businsi","hoima","busiisi","","",""
"638","place.list","kasasa","Kasasa","hoima","busiisi","","",""
"639","place.list","kasingo","Kasingo","hoima","busiisi","","",""
"640","place.list","kibingo","Kibingo","hoima","busiisi","","",""
"641","place.list","other","Other","hoima","busiisi","","",""
"642","place.list","kabwoya","Kabwoya","hoima","kabwoya","","",""
"643","place.list","kisaru","Kisaru","hoima","kabwoya","","",""
"644","place.list","munihoro","Munihoro","hoima","kabwoya","","",""
"645","place.list","other","Other","hoima","kabwoya","","",""
"646","place.list","hoima","Hoima","hoima","kahoora","","",""
"647","place.list","other","Other","hoima","kahoora","","",""
"648","place.list","buhirigi","Buhirigi","hoima","kigorobya","","",""
"649","place.list","buhirigi","Buhirigi","hoima","kigorobya","","",""
"650","place.list","bukona","Bukona","hoima","kigorobya","","",""
"651","place.list","burwe","Burwe","hoima","kigorobya","","",""
"652","place.list","busato","Busato","hoima","kigorobya","","",""
"653","place.list","haibale","Haibale","hoima","kigorobya","","",""
"654","place.list","kaburamurro","Kaburamurro","hoima","kigorobya","","",""
"655","place.list","kajuura","Kajuura","hoima","kigorobya","","",""
"656","place.list","kapapi","Kapapi","hoima","kigorobya","","",""
"657","place.list","katikara","Katikara","hoima","kigorobya","","",""
"658","place.list","kibanda","Kibanda","hoima","kigorobya","","",""
"659","place.list","kibiro","Kibiro","hoima","kigorobya","","",""
"660","place.list","kibopi","Kibopi","hoima","kigorobya","","",""
"661","place.list","kiganja","Kiganja","hoima","kigorobya","","",""
"662","place.list","kigomba","Kigomba","hoima","kigorobya","","",""
"663","place.list","kiryandongo","Kiryandongo","hoima","kigorobya","","",""
"664","place.list","kiryandongo","Kiryandongo","hoima","kigorobya","","",""
"665","place.list","kiryawanga","Kiryawanga","hoima","kigorobya","","",""
"666","place.list","kisukma","Kisukma","hoima","kigorobya","","",""
"667","place.list","kitana","Kitana","hoima","kigorobya","","",""
"668","place.list","kitana","Kitana","hoima","kigorobya","","",""
"669","place.list","kitekura","Kitekura","hoima","kigorobya","","",""
"670","place.list","kyabisigazi","Kyabisigazi","hoima","kigorobya","","",""
"671","place.list","kyabukwenda","Kyabukwenda","hoima","kigorobya","","",""
"672","place.list","kyamahohoro","Kyamahohoro","hoima","kigorobya","","",""
"673","place.list","kyamuchumba","Kyamuchumba","hoima","kigorobya","","",""
"674","place.list","kyamukwere","Kyamukwere","hoima","kigorobya","","",""
"675","place.list","kyamuranda","Kyamuranda","hoima","kigorobya","","",""
"676","place.list","kyarwakahorogo","Kyarwakahorogo","hoima","kigorobya","","",""
"677","place.list","kyeramya","Kyeramya","hoima","kigorobya","","",""
"678","place.list","lunga","Lunga","hoima","kigorobya","","",""
"679","place.list","muhwiju","Muhwiju","hoima","kigorobya","","",""
"680","place.list","ndalagi","Ndalagi","hoima","kigorobya","","",""
"681","place.list","ndaragi","Ndaragi","hoima","kigorobya","","",""
"682","place.list","nguru","Nguru","hoima","kigorobya","","",""
"683","place.list","wadundara","Wadundara","hoima","kigorobya","","",""
"684","place.list","waguru","Waguru","hoima","kigorobya","","",""
"685","place.list","other","Other","hoima","kigorobya","","",""
"686","place.list","kigorobya","Kigorobya","hoima","kigorobya_tc","","",""
"687","place.list","kijuura","Kijuura","hoima","kigorobya_tc","","",""
"688","place.list","kikwanana","Kikwanana","hoima","kigorobya_tc","","",""
"689","place.list","other","Other","hoima","kigorobya_tc","","",""
"690","place.list","buhamba","Buhamba","hoima","kitoba","","",""
"691","place.list","bujwaya","Bujwaya","hoima","kitoba","","",""
"692","place.list","bukerenge","Bukerenge","hoima","kitoba","","",""
"693","place.list","bulyango","Bulyango","hoima","kitoba","","",""
"694","place.list","bwenderu","Bwenderu","hoima","kitoba","","",""
"695","place.list","bweyale","Bweyale","hoima","kitoba","","",""
"696","place.list","isimba","Isimba","hoima","kitoba","","",""
"697","place.list","itambiro","Itambiro","hoima","kitoba","","",""
"698","place.list","kaboijana","Kaboijana","hoima","kitoba","","",""
